,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000024526,16.25155693,-0.111014226,0.273909103,0.47628661,0.685971759
ENSG00000024862,225.7565657,0.128460334,0.157290124,0.346374626,0.568251611
ENSG00000025156,251.275865,-0.205814772,0.137101897,0.095279754,0.238753254
ENSG00000025293,1478.443625,-0.109259371,0.091056883,0.211007068,0.417098481
ENSG00000025423,169.6776384,-1.939206452,0.244012841,6.07E-17,2.75E-15
ENSG00000025434,397.5551216,0.129243885,0.13547091,0.294685733,0.517031867
ENSG00000025708,144.852313,1.17075626,0.199445993,3.02E-10,6.44E-09
ENSG00000025770,333.0305527,-0.080687282,0.120791267,0.467639808,0.678523365
ENSG00000025772,765.5932204,-0.461082066,0.116953993,2.51E-05,0.000236619
ENSG00000025796,3333.255891,-0.053439429,0.076071734,0.4594274,0.671894354
ENSG00000025800,1867.933809,0.136691005,0.08508762,0.09564918,0.239498158
ENSG00000026025,29647.69428,-0.36310152,0.133708464,0.002709925,0.01430468
ENSG00000026036,42.78025782,-0.152117416,0.264143448,0.35002271,0.571468461
ENSG00000026103,1098.701992,-0.04897749,0.09919951,0.602367287,0.783261986
ENSG00000026297,95.85965693,-0.349594417,0.197380788,0.0304165,0.102060702
ENSG00000026508,20387.97162,-0.173028641,0.100626766,0.073813201,0.198509785
ENSG00000026559,15.57722656,-0.260076531,0.363413829,0.130927385,0.302628256
ENSG00000026652,343.7578039,-0.138439999,0.119710772,0.208288147,0.413190305
ENSG00000026950,735.3651097,-0.872789263,0.106710021,3.69E-17,1.69E-15
ENSG00000027001,527.2932504,-0.309386823,0.126587016,0.007397907,0.033102095
ENSG00000027075,80.90822853,0.949754836,0.273839284,4.31E-05,0.000379432
ENSG00000027697,1441.686161,0.354431101,0.132596487,0.003292849,0.016887554
ENSG00000027847,439.3123799,-0.115484238,0.132169278,0.333651734,0.555729042
ENSG00000028116,192.1906903,0.16388134,0.14109045,0.194889209,0.396277745
ENSG00000028137,519.7064836,0.783924892,0.18412559,2.20E-06,2.57E-05
ENSG00000028203,1186.749927,-0.000929078,0.08831787,0.989835928,0.995112495
ENSG00000028277,34.51775059,-1.962287414,0.373886336,9.41E-09,1.66E-07
ENSG00000028310,568.41065,0.014297335,0.108468662,0.890452924,0.948221872
ENSG00000028528,3496.352515,-0.072025067,0.075192639,0.323661815,0.546605422
ENSG00000028839,421.0544313,-0.302905387,0.129279465,0.010469914,0.04387846
ENSG00000029153,251.5160697,-0.035031614,0.12746154,0.764136766,0.883972842
ENSG00000029363,3235.305834,-0.047372144,0.079554903,0.536646659,0.734470391
ENSG00000029364,1394.390808,-0.114125129,0.09504615,0.206561943,0.411142002
ENSG00000029534,88.28750064,-0.156832749,0.205272198,0.323738211,0.546623192
ENSG00000029639,108.3509669,-0.005019552,0.179320035,0.971627412,0.98621598
ENSG00000029725,1616.10555,0.001265303,0.08641727,0.988991702,0.994685552
ENSG00000029993,588.0448234,-0.352066606,0.104932284,0.000375015,0.002610635
ENSG00000030066,920.3689584,0.037185265,0.097962912,0.68548724,0.837063282
ENSG00000030110,179.5456629,0.098580677,0.141995733,0.431212509,0.647702776
ENSG00000030304,28.96007992,0.013837893,0.251516925,0.92835653,0.966380541
ENSG00000030419,227.5674215,0.23374887,0.192986342,0.131449461,0.303410222
ENSG00000030582,11084.72051,-0.179378751,0.073326493,0.010855154,0.045094402
ENSG00000031003,1129.979302,0.032556697,0.099851958,0.734814908,0.868061786
ENSG00000031081,329.8471219,-0.670816542,0.131360586,5.75E-08,8.98E-07
ENSG00000031691,84.05262911,0.065850975,0.176894728,0.654717167,0.817706661
ENSG00000031698,2852.941908,-0.51944677,0.093618946,7.51E-09,1.35E-07
ENSG00000031823,1529.433771,-0.363517986,0.120004367,0.001032116,0.006288179
ENSG00000032219,654.5639592,-0.000423734,0.112851958,0.994668129,0.997432766
ENSG00000032389,208.1905936,0.033970325,0.16868675,0.811428417,0.90922058
ENSG00000032444,1251.100161,0.17410512,0.094976944,0.053929731,0.157990788
ENSG00000032742,222.1970379,-0.603376147,0.145297407,7.20E-06,7.62E-05
ENSG00000033011,305.9817034,0.036668166,0.120838356,0.743524234,0.873047575
ENSG00000033030,379.4748304,0.093386061,0.121276266,0.410942831,0.630751694
ENSG00000033050,1271.039553,0.323024151,0.0948515,0.00034636,0.002430524
ENSG00000033100,2218.992876,0.042763456,0.094873197,0.63830704,0.807328552
ENSG00000033170,1519.997044,-0.240574391,0.133827845,0.045371208,0.138638795
ENSG00000033178,883.8955276,-0.220814082,0.107735568,0.028069412,0.095851846
ENSG00000033327,1293.671274,0.337526563,0.114687806,0.001560687,0.008984102
ENSG00000033627,794.1678231,0.383240169,0.139028251,0.002226202,0.012121409
ENSG00000033800,624.3807858,-0.036177496,0.095647524,0.682498406,0.835279021
ENSG00000033867,2318.615963,-0.911599749,0.099171968,4.12E-21,2.80E-19
ENSG00000034053,102.9324601,0.002941872,0.177517998,0.987279907,0.993686539
ENSG00000034063,85.15305635,-0.427441363,0.30131937,0.03411456,0.111187203
ENSG00000034152,1146.635184,0.833369918,0.17769039,2.54E-07,3.53E-06
ENSG00000034510,12084.69145,-0.115131615,0.092117206,0.190271328,0.390461632
ENSG00000034533,105.490485,-0.588665825,0.208004994,0.000862528,0.005383419
ENSG00000034677,755.5344105,0.175396565,0.103668993,0.072341236,0.195788511
ENSG00000034693,267.7397402,-0.371485471,0.13020553,0.001839046,0.010304122
ENSG00000034713,1401.582095,0.344477364,0.094307062,0.000112925,0.00090163
ENSG00000034971,454.4230235,-0.003144257,0.138027276,0.980104963,0.989947171
ENSG00000035115,465.0380968,-0.431611288,0.120007663,0.000112948,0.00090163
ENSG00000035141,352.2926819,0.16285389,0.118648026,0.135914967,0.310665718
ENSG00000035403,16783.00807,0.833832428,0.104474547,1.69E-16,7.29E-15
ENSG00000035499,12.17630256,-0.295963105,0.401271071,0.097964123,0.244079355
ENSG00000035664,634.0536616,1.650917135,0.162827694,1.17E-25,1.15E-23
ENSG00000035681,1039.155968,-0.31809076,0.099215088,0.000714659,0.004600653
ENSG00000035687,747.7808332,-0.144959635,0.127003731,0.21000581,0.415751437
ENSG00000035862,41917.19958,0.12689068,0.090240177,0.141538385,0.319674883
ENSG00000035928,1028.870372,-0.135795594,0.094909651,0.130984415,0.302717916
ENSG00000036054,1242.302425,0.168877657,0.094418746,0.06022306,0.170780118
ENSG00000036257,1713.321338,0.009181361,0.087686436,0.913516832,0.959183388
ENSG00000036448,25.6024891,-0.152393125,0.273465547,0.35251704,0.573847259
ENSG00000036530,22.73497439,-0.213555356,0.291480407,0.220562003,0.42912626
ENSG00000036549,839.3586396,-0.020790277,0.09722215,0.817523859,0.912690003
ENSG00000036672,11.42847321,0.178159761,0.327673565,0.232423993,0.444134553
ENSG00000037042,507.8395714,-0.122781024,0.102413929,0.203234634,0.40669412
ENSG00000037241,296.2363976,0.282135485,0.126397834,0.014843787,0.057800914
ENSG00000037474,768.9584019,0.121724563,0.091994701,0.168214145,0.360682421
ENSG00000037637,629.3212883,0.323253856,0.118727311,0.003251279,0.016720864
ENSG00000037749,834.7375577,0.216332079,0.101204587,0.023557172,0.084022098
ENSG00000037757,181.6172422,0.066887149,0.148161898,0.613716125,0.790349407
ENSG00000037897,59.39696361,-0.138506069,0.22193291,0.393248126,0.613782178
ENSG00000037965,24.23366122,-0.08977948,0.25910949,0.569464516,0.759408044
ENSG00000038002,599.9696337,-0.172036191,0.14689491,0.183439525,0.381164688
ENSG00000038210,399.2081736,0.007848521,0.125964265,0.946227595,0.974954564
ENSG00000038219,2350.888196,-0.088243855,0.086754625,0.286843509,0.50837835
ENSG00000038274,1703.983419,0.495362353,0.115282228,4.82E-06,5.29E-05
ENSG00000038358,703.4183152,0.088720431,0.102032,0.35534402,0.576977727
ENSG00000038382,6075.154707,-0.180672135,0.108785968,0.076726106,0.203963872
ENSG00000038427,8590.129307,-0.35599944,0.112346919,0.0007483,0.004769117
ENSG00000038532,641.7994617,-0.20020186,0.128882902,0.086799627,0.22333746
ENSG00000038945,157.9383053,-0.662153296,0.180191018,3.91E-05,0.000347669
ENSG00000039123,1221.167874,-0.015320863,0.087873441,0.856876039,0.93140652
ENSG00000039139,208.4353246,-0.132515727,0.187916259,0.375925153,0.597012528
ENSG00000039319,1072.743729,-0.117692692,0.091476063,0.17758308,0.373766069
ENSG00000039523,1101.739025,0.204584955,0.095341271,0.024026785,0.085239102
ENSG00000039537,22.9724332,1.593258,0.508686059,8.16E-05,0.000673783
ENSG00000039560,5058.510333,0.469250771,0.121741863,3.37E-05,0.000305598
ENSG00000039650,318.2603741,-0.266267808,0.142275909,0.035378376,0.114653297
ENSG00000040199,302.9448562,0.287358078,0.131898857,0.016386371,0.062488099
ENSG00000040275,216.672293,-0.146518847,0.17386297,0.311757339,0.534275589
ENSG00000040341,613.5073288,-0.073036069,0.110414913,0.490183773,0.697751943
ENSG00000040487,239.0106915,0.248913682,0.131601805,0.037305008,0.119197905
ENSG00000040531,499.7027251,-0.016408771,0.108336039,0.871650394,0.938126455
ENSG00000040633,796.4833844,-0.219899917,0.117526497,0.042867208,0.132703634
ENSG00000040731,72.46461662,-1.805573711,0.313192123,3.81E-10,8.04E-09
ENSG00000040933,707.5295265,-0.006911419,0.106321983,0.942865753,0.973606274
ENSG00000041353,60.02068081,-1.385656088,0.378354247,1.37E-05,0.000136052
ENSG00000041357,1224.634568,-0.031381373,0.10371009,0.74809014,0.874418792
ENSG00000041515,10.14316835,1.165582343,0.753985405,0.004625874,0.022447664
ENSG00000041802,522.9796029,0.168580086,0.105379441,0.08971878,0.229140842
ENSG00000041880,373.3721741,-0.064124131,0.120797071,0.567538537,0.758118928
ENSG00000041982,3713.323551,-0.75827152,0.170426215,9.09E-07,1.14E-05
ENSG00000041988,194.6474766,-0.083331583,0.136619925,0.49691682,0.702635388
ENSG00000042062,1506.778251,0.106866282,0.110299382,0.29278648,0.514960201
ENSG00000042088,190.4003374,-0.369387521,0.153746008,0.006601754,0.030205524
ENSG00000042286,595.3563605,0.679378091,0.110035811,1.16E-10,2.58E-09
ENSG00000042317,207.0290736,-0.274964176,0.147077071,0.03553781,0.115035204
ENSG00000042429,387.3354039,0.179803368,0.120138206,0.105132248,0.257455333
ENSG00000042445,1260.554423,-0.036529081,0.087071606,0.659778118,0.82094272
ENSG00000042493,1002.389732,0.009368753,0.09753394,0.919607514,0.961909733
ENSG00000042753,1187.326051,0.213005554,0.102409367,0.028611916,0.097224274
ENSG00000042832,35.04198763,0.110678765,0.252488317,0.495739537,0.701843823
ENSG00000042980,11.55058178,0.118499503,0.308896884,0.350759772,0.572106915
ENSG00000043093,684.7374868,0.098175909,0.104654933,0.319621504,0.542764604
ENSG00000043143,1531.440568,0.293514118,0.093923594,0.001034736,0.006299518
ENSG00000043514,235.5658229,-0.053501524,0.13404,0.652815366,0.816745104
ENSG00000044090,1105.289991,-0.487516373,0.106553824,1.40E-06,1.71E-05
ENSG00000044115,7924.046084,0.103402382,0.081631934,0.188728304,0.388313283
ENSG00000044446,357.2806622,0.239333373,0.120356654,0.030941738,0.103509187
ENSG00000044459,492.3449007,-0.246514528,0.117082204,0.022917549,0.082075883
ENSG00000044524,50.48707894,0.028525203,0.235940433,0.858168031,0.932139319
ENSG00000044574,15410.06576,-0.017817051,0.249599563,0.901953962,0.953975396
ENSG00000046604,29.89631525,-0.28543128,0.339504937,0.125264417,0.293338263
ENSG00000046647,352.2014992,0.041926805,0.121010401,0.708997477,0.852433914
ENSG00000046651,550.2480052,0.029518485,0.147765573,0.824129651,0.916337645
ENSG00000046653,1091.36565,2.362925327,0.193005117,2.21E-36,3.67E-34
ENSG00000046889,33.93305117,-0.758910095,0.430935413,0.00652966,0.029927158
ENSG00000047056,546.9747192,0.252527369,0.111176888,0.014999954,0.058303662
ENSG00000047188,705.9780706,0.167156225,0.101888242,0.082221205,0.214839241
ENSG00000047230,314.2440691,-0.015819173,0.134360587,0.874488482,0.939771408
ENSG00000047249,845.1471357,0.03993572,0.10674705,0.690604787,0.840207979
ENSG00000047315,2262.424288,-0.023824736,0.078896526,0.788534144,0.896988298
ENSG00000047346,632.6039925,-0.070963734,0.137123928,0.563357894,0.755575206
ENSG00000047365,51.64630226,-0.241799178,0.249666762,0.168016263,0.360584236
ENSG00000047410,4545.22634,-0.016069114,0.073535373,0.814298289,0.91120588
ENSG00000047457,12.54673171,0.19761322,0.324983404,0.220869414,0.429522942
ENSG00000047578,791.0601363,-0.068721328,0.105530003,0.489516327,0.697100821
ENSG00000047579,237.8235182,0.025741166,0.129499571,0.828753698,0.918536927
ENSG00000047617,11.38588851,0.11779534,0.293302868,0.422203673,0.64007419
ENSG00000047621,383.7142399,-0.341412253,0.125755466,0.003225191,0.016607284
ENSG00000047634,444.6841852,0.208089245,0.121099826,0.062568322,0.175848244
ENSG00000047644,1545.967458,0.293313242,0.114018215,0.005259497,0.025046372
ENSG00000047648,457.5868205,-0.007103644,0.126809494,0.950698249,0.977013322
ENSG00000047849,16243.84482,0.131982565,0.076540389,0.081965262,0.214354788
ENSG00000047932,1417.222721,-0.171689439,0.08819889,0.041855099,0.130153125
ENSG00000048028,530.8641443,0.020255995,0.106013809,0.838455515,0.92318921
ENSG00000048052,372.6484471,-0.447767816,0.116696825,4.17E-05,0.00036835
ENSG00000048140,895.5438922,0.209460294,0.095567548,0.019974266,0.073485462
ENSG00000048162,120.0061619,0.420844287,0.214651455,0.014773596,0.057622231
ENSG00000048342,830.8339729,-0.389859363,0.101134494,4.78E-05,0.000414044
ENSG00000048392,1409.103917,-0.067815856,0.087758774,0.424031952,0.641994838
ENSG00000048405,363.9790218,0.343493208,0.126088652,0.002960879,0.015418497
ENSG00000048471,2147.147042,0.387463495,0.13411077,0.001547466,0.008932782
ENSG00000048540,60.12654321,1.291994845,0.280121102,2.74E-07,3.79E-06
ENSG00000048544,765.2143289,-0.057048858,0.107016014,0.568010929,0.758298143
ENSG00000048649,1567.109366,-0.000765162,0.084821889,0.979647057,0.989619694
ENSG00000048707,3207.670761,0.628229186,0.089782612,6.03E-13,1.81E-11
ENSG00000048740,5652.313902,0.901455849,0.118910637,3.36E-15,1.28E-13
ENSG00000048828,3615.808183,0.109706239,0.081544237,0.16704167,0.359003309
ENSG00000048991,511.4936705,-0.203285843,0.114504996,0.055905372,0.162136798
ENSG00000049089,68.25934075,-0.669129081,0.235177185,0.000663684,0.004309273
ENSG00000049130,2916.009636,-0.081407709,0.105258545,0.40998212,0.629878784
ENSG00000049167,137.7657592,-0.20548548,0.16653274,0.149512292,0.332036129
ENSG00000049192,146.6534187,-0.330717114,0.184394565,0.031433984,0.104847928
ENSG00000049239,6169.801754,0.371956077,0.105225952,0.000172868,0.001316074
ENSG00000049245,3361.772902,0.140681037,0.087256948,0.091115522,0.231641115
ENSG00000049246,196.5125035,-2.144720927,0.273860933,7.58E-17,3.39E-15
ENSG00000049283,12.02652146,-0.268703315,0.379338275,0.118735733,0.281831255
ENSG00000049323,20200.87908,0.677731519,0.091920565,3.02E-14,1.04E-12
ENSG00000049449,4806.293003,-0.075563589,0.086433618,0.363650901,0.583839639
ENSG00000049540,7137.062531,0.927209292,0.126915058,2.67E-14,9.24E-13
ENSG00000049541,134.0650502,-0.286745762,0.183224524,0.05978415,0.169980771
ENSG00000049618,1719.60496,-0.137381026,0.080783266,0.085544146,0.221170065
ENSG00000049656,1485.288551,0.240032907,0.088409222,0.004532915,0.022099959
ENSG00000049759,1215.378857,-1.083707496,0.159764182,7.00E-13,2.06E-11
ENSG00000049769,93.46846367,-0.143864145,0.184766895,0.339848976,0.561827355
ENSG00000049860,4377.774403,-0.016805605,0.085603681,0.865895213,0.935387926
ENSG00000049883,166.8586675,-0.211573909,0.160158485,0.125763219,0.294127155
ENSG00000050130,967.1833092,0.021602734,0.091371023,0.806546279,0.906476902
ENSG00000050165,17440.07912,0.233583612,0.08088518,0.002863469,0.015014961
ENSG00000050327,493.099744,0.039755498,0.111501181,0.705395546,0.849916108
ENSG00000050344,216.344987,-0.026916408,0.132643522,0.822929024,0.915738908
ENSG00000050393,562.2758125,0.365337194,0.117417969,0.000808504,0.005094125
ENSG00000050405,8578.886691,-0.214122095,0.119557777,0.050928685,0.151119697
ENSG00000050426,901.0700147,-0.098807111,0.107834797,0.327556463,0.549908417
ENSG00000050438,63.87572715,-0.220978001,0.2171146,0.185431773,0.383766768
ENSG00000050555,78.09776913,-0.104782669,0.207363092,0.505874916,0.7097242
ENSG00000050628,334.8341743,-0.243214736,0.140924621,0.053205512,0.156310617
ENSG00000050748,878.2897611,-0.01232773,0.090795867,0.89129211,0.948440873
ENSG00000050820,1176.035372,0.123238462,0.116419,0.250738097,0.466821793
ENSG00000051009,433.3754888,0.014742972,0.108388702,0.870358429,0.937405329
ENSG00000051108,2275.843395,0.732545213,0.088215383,1.83E-17,8.54E-16
ENSG00000051128,397.7515712,-0.177948563,0.113896319,0.093792494,0.236060089
ENSG00000051180,41.28273834,0.760265278,0.324578293,0.001982762,0.010968639
ENSG00000051341,21.68995199,-0.226134775,0.304102641,0.197899551,0.400310094
ENSG00000051382,356.5509355,0.312112141,0.140506036,0.01319264,0.052757671
ENSG00000051523,680.2017163,0.243879954,0.101657239,0.011083233,0.04583942
ENSG00000051596,284.4845975,-0.17208448,0.125980073,0.134509583,0.308417903
ENSG00000051620,1177.377045,0.388132519,0.093290114,1.35E-05,0.000134047
ENSG00000051825,226.306676,-0.397870073,0.140705753,0.001805471,0.010146644
ENSG00000052126,1419.700938,-0.264451749,0.112674761,0.011676128,0.047810763
ENSG00000052723,701.7180838,-0.046021527,0.095258994,0.604025417,0.784320932
ENSG00000052749,303.7714951,0.025847671,0.127057585,0.821708788,0.914994568
ENSG00000052795,538.6530126,0.166069031,0.104761036,0.095434036,0.239031583
ENSG00000052802,308.0803121,-0.090703931,0.11827458,0.407870791,0.627807795
ENSG00000052841,2242.261901,-0.093943514,0.08322412,0.239735148,0.45283912
ENSG00000053254,3779.000802,0.358741507,0.132387744,0.002907516,0.015217008
ENSG00000053328,10.93799533,-0.184359688,0.336699317,0.207804268,0.412624986
ENSG00000053371,910.4148069,0.080589125,0.088142739,0.339833068,0.561827355
ENSG00000053372,347.9237156,0.217461712,0.129667231,0.064734033,0.180316551
ENSG00000053438,36.84643822,-0.078161827,0.23856323,0.623174885,0.797329252
ENSG00000053501,287.8456341,-0.156877581,0.126294187,0.17392785,0.369015389
ENSG00000053702,36.31572177,-0.099933475,0.227365863,0.537040399,0.734765057
ENSG00000053747,1197.901926,0.888078679,0.192516822,3.06E-07,4.18E-06
ENSG00000053770,513.1152538,-0.002286892,0.102661671,0.976169965,0.98781584
ENSG00000053900,541.8124503,0.02760543,0.098913916,0.769700355,0.886934555
ENSG00000054116,723.7205035,0.077953446,0.097754877,0.401581803,0.62152864
ENSG00000054118,2794.509346,-0.184873877,0.076391516,0.012206739,0.049543419
ENSG00000054148,772.8813338,-0.228539721,0.11792741,0.037029924,0.118501469
